เลขที่ลำดับ,Transaction ID,ชื่อ นามสกุล,ที่อยู่,หมายเลขบัตรประชาชน,เบอร์ติดต่อกลับ,ประเภทการชำระเงิน,  วันเวลา เข้ามาพัก,ห้องพักเลขที่,สัญชาติ,อาชีพ,มาจากตำบล อำเภอ จังหวัด หรือประเทศใด,จะไปตำบล อำเภอ จังหวัด หรือประเทศใด,วันเวลาที่ออกไป
433,VP01568,วาสนา,,,098-534-1312,เงินสด,19 ต.ค. 68,A204,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ต.ค. 68
434,VP01569,บริษัท เอ็มจี เมดิคอล กรุ๊ป จำกัด,99/192 ซอยกรุงเทพกรีฑา39 แขวงทับช้าง เขตสะพานสูง กรุงเทพมหานคร 10250,105560069727,,เงินโอน QR,20 ต.ค. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ต.ค. 68
435,VP01570,สำเริง,,,,เงินโอน QR,21 ต.ค. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ต.ค. 68
436,VP01571,ปรีชญา,,,063-052-0107,เงินโอน QR,22 ต.ค. 68,B101,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ต.ค. 68
437,VP01572,สถาพร,,,090-221-2400,เงินสด,23 ต.ค. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ต.ค. 68
438,VP01573,สิทธิโชค เดชเสน,,,095-158-3277,เงินโอน QR,24 ต.ค. 68,B110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,25 ต.ค. 68
439,VP01574,กษิรา ศรีเชียงขาว,,,080-462-6375,เงินโอน QR,25 ต.ค. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,26 ต.ค. 68
440,VP01575,เมฆ บริบูรณ์,,,086-885-2927,เงินสด,26 ต.ค. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,27 ต.ค. 68
441,VP01576,วงษ์กรต ศรีสุพรรณ,,,090-660-1144,เงินสด,27 ต.ค. 68,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,28 ต.ค. 68
442,VP01577,วรรณิศา วัฒนกุล,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,5354419589674,089-7429992,เงินสด,28 ต.ค. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,29 ต.ค. 68
443,VP01578,สุริยา คำแสน,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,1863615486608,084-5847792,เงินโอน QR,29 ต.ค. 68,B103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,30 ต.ค. 68
444,VP01579,กิตติศักดิ์ พงษ์ไพบูลย์,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,9253448169057,083-3186295,เงินสด,30 ต.ค. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,31 ต.ค. 68
445,VP01580,กิตติศักดิ์ แสงทอง,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,8441068113149,082-5511484,เงินโอน QR,31 ต.ค. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 พ.ย. 68
446,VP01581,ณัฐพล สายชล,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,6752630941777,082-6166694,เงินโอน QR,01 พ.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,02 พ.ย. 68
447,VP01582,อธิวัฒน์ โพธิ์ชัย,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,8960220051996,088-7341691,เงินโอน QR,02 พ.ย. 68,B104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,03 พ.ย. 68
448,VP01583,อธิวัฒน์ คำแสน,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,6977084232070,086-1398572,เงินสด,03 พ.ย. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 พ.ย. 68
449,VP01584,วรรณิศา เรืองศรี,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,2818016738566,088-4123322,เงินโอน QR,04 พ.ย. 68,N4,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,05 พ.ย. 68
450,VP01585,ธัญชนก สายชล,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,9174776962683,087-7775793,เงินโอน QR,05 พ.ย. 68,A108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,06 พ.ย. 68
451,VP01586,มนัสนันท์ ทองสิงห์,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,9733082526708,085-1249542,เงินสด,06 พ.ย. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,07 พ.ย. 68
452,VP01587,รัตนา ศรีมหา,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,8124817347606,083-9486387,เงินสด,07 พ.ย. 68,N5,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,08 พ.ย. 68
453,VP01588,รัตนา มีสุข,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,9802052070345,088-1441780,เงินสด,08 พ.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,09 พ.ย. 68
454,VP01589,อาทิตยา ใจดี,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,8495911528325,083-5373743,เงินโอน QR,09 พ.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,10 พ.ย. 68
455,VP01590,จักรพงษ์ กล้าหาญ,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,6986734519446,081-4054610,เงินสด,10 พ.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,11 พ.ย. 68
456,VP01591,สิทธิโชค อินทรวงศ์,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,2865119518419,084-3463879,เงินโอน QR,11 พ.ย. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,12 พ.ย. 68
457,VP01592,ภูวดล ศรีมหา,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,6269199654050,081-8462526,เงินโอน QR,12 พ.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,13 พ.ย. 68
458,VP01593,ณัฐพล คำแสน,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,3301139141788,088-2982325,เงินโอน QR,13 พ.ย. 68,A110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,14 พ.ย. 68
459,VP01594,สุริยา รุ่งเรือง,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,4020267568813,081-4761013,เงินสด,14 พ.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,15 พ.ย. 68
460,VP01595,วรรณิศา พงษ์ไพบูลย์,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,2357852758253,083-3275362,เงินโอน QR,15 พ.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,16 พ.ย. 68
461,VP01596,สุริยา ศรีมหา,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,3399294294108,087-8454723,เงินโอน QR,16 พ.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,17 พ.ย. 68
462,VP01597,ชยพล สุขสม,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,6736857322934,083-5747025,เงินสด,17 พ.ย. 68,A205,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,18 พ.ย. 68
463,VP01598,อาทิตยา พงษ์ไพบูลย์,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,7270475899904,086-9331110,เงินสด,18 พ.ย. 68,A206,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,19 พ.ย. 68
464,VP01599,ภูวดล พงษ์ไพบูลย์,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,1051871687522,083-7963927,เงินสด,19 พ.ย. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 พ.ย. 68
465,VP01600,ภูวดล มีสุข,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,7438414107891,088-1489871,เงินโอน QR,20 พ.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 พ.ย. 68
466,VP01601,รัตนา คำแสน,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,8102568371498,087-2844664,เงินสด,21 พ.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 พ.ย. 68
467,VP01602,ประเสริฐ โพธิ์ชัย,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,1774808059486,085-9019159,เงินโอน QR,22 พ.ย. 68,A207,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 พ.ย. 68
468,VP01603,ชยพล วัฒนกุล,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,2320793392462,083-9163226,เงินโอน QR,23 พ.ย. 68,A208,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 พ.ย. 68
469,VP01604,ภูวดล ใจดี,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,9083672706118,088-1346501,เงินโอน QR,24 พ.ย. 68,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,25 พ.ย. 68
470,VP01605,ประเสริฐ แสงทอง,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,2310153923828,080-6253253,เงินสด,25 พ.ย. 68,A103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,26 พ.ย. 68
471,VP01606,ภูวดล วัฒนกุล,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,8848316044749,087-4825689,เงินโอน QR,26 พ.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,27 พ.ย. 68
472,VP01607,ธัญชนก กล้าหาญ,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,2817632208305,089-3680464,เงินโอน QR,27 พ.ย. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,28 พ.ย. 68
473,VP01608,อธิวัฒน์ วัฒนกุล,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,5172030043930,088-8243407,เงินสด,28 พ.ย. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,29 พ.ย. 68
474,VP01609,กัลยารัตน์ ใจดี,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,6216905103710,081-8284272,เงินสด,29 พ.ย. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,30 พ.ย. 68
475,VP01610,ณัฐพล รุ่งเรือง,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,8817961503861,089-9540214,เงินสด,30 พ.ย. 68,B095,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ธ.ค. 68
476,VP01611,อารยา สุขสม,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,4093520384568,089-6140271,เงินโอน QR,01 ธ.ค. 68,B092,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,02 ธ.ค. 68
477,VP01612,รัตนา อินทรวงศ์,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,830121480929,082-2679374,เงินสด,02 ธ.ค. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,03 ธ.ค. 68
478,VP01613,นิภาพร กล้าหาญ,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,2087926469804,080-6318559,เงินโอน QR,03 ธ.ค. 68,A209,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 ธ.ค. 68
479,VP01614,ประเสริฐ เรืองศรี,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,7490376361409,087-2316086,เงินโอน QR,04 ธ.ค. 68,A210,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,05 ธ.ค. 68
480,VP01615,ภูวดล ศรีจันทร์,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,3367647768122,087-3241695,เงินโอน QR,05 ธ.ค. 68,A093,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,06 ธ.ค. 68
481,VP01616,ภูวดล เรืองศรี,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,3223471425442,088-5241431,เงินสด,06 ธ.ค. 68,A090,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,07 ธ.ค. 68
482,VP01617,ยุพา แก้วใส,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,6928881710697,089-7341600,เงินโอน QR,07 ธ.ค. 68,B105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,08 ธ.ค. 68
483,VP01618,ชัยวัฒน์ แสงทอง,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,7193167229684,086-2553247,เงินโอน QR,08 ธ.ค. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,09 ธ.ค. 68
484,VP01619,สุริยา พานทอง,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,7168550623404,089-9802917,เงินสด,09 ธ.ค. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,10 ธ.ค. 68
485,VP01620,สุริยา ใจดี,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,2809609011816,089-6328418,เงินสด,10 ธ.ค. 68,A092,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,11 ธ.ค. 68
486,VP01621,อาทิตยา รัตนพร,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,5536014716727,083-4007516,เงินสด,11 ธ.ค. 68,A089,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,12 ธ.ค. 68
487,VP01622,กัลยารัตน์ ศรีจันทร์,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,5977989136118,081-5838763,เงินโอน QR,12 ธ.ค. 68,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,13 ธ.ค. 68
488,VP01623,มนัสนันท์ พานทอง,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,2003100722258,087-1808201,เงินสด,13 ธ.ค. 68,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,14 ธ.ค. 68
489,VP01624,สิทธิโชค ศรีจันทร์,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,9623178779906,083-3102941,เงินโอน QR,14 ธ.ค. 68,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,15 ธ.ค. 68
490,VP01625,อาทิตยา เรืองศรี,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,3021456882801,082-9604494,เงินโอน QR,15 ธ.ค. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,16 ธ.ค. 68
491,VP01626,ชยพล ศรีจันทร์,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,8455478876840,087-9664510,เงินโอน QR,16 ธ.ค. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,17 ธ.ค. 68
492,VP01627,อธิวัฒน์ แก้วใส,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,106421890030,083-1290420,เงินสด,17 ธ.ค. 68,A111,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,18 ธ.ค. 68
493,VP01628,นิภาพร ใจดี,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,4973543657794,087-2759934,เงินโอน QR,18 ธ.ค. 68,N6,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,19 ธ.ค. 68
494,VP01629,จักรพงษ์ โพธิ์ชัย,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,2069305590053,088-7290833,เงินโอน QR,19 ธ.ค. 68,N7,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ธ.ค. 68
495,VP01630,สิทธิโชค มีสุข,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,2878515702987,082-7229565,เงินสด,20 ธ.ค. 68,A108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ธ.ค. 68
496,VP01631,รัตนา บุญทวี,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,2301506968216,080-3051753,เงินสด,21 ธ.ค. 68,B105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ธ.ค. 68
497,VP01632,ณัฐพล แก้วใส,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,5489326700512,083-8266616,เงินสด,22 ธ.ค. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ธ.ค. 68
498,VP01633,อธิวัฒน์ ศรีจันทร์,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,9648917919981,088-9599725,เงินโอน QR,23 ธ.ค. 68,A211,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ธ.ค. 68
499,VP01634,กัลยารัตน์ อินทรวงศ์,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,9856476565302,088-8934133,เงินสด,24 ธ.ค. 68,B101,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,25 ธ.ค. 68
500,VP01635,กิตติศักดิ์ บุญทวี,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,2576229847440,089-4032206,เงินโอน QR,25 ธ.ค. 68,A105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,26 ธ.ค. 68
501,VP01636,วรรณิศา พานทอง,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,4158609450199,080-4365268,เงินโอน QR,26 ธ.ค. 68,B102,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,27 ธ.ค. 68
502,VP01637,อาทิตยา สุขสม,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,4075118055346,082-8565527,เงินโอน QR,27 ธ.ค. 68,B101,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,28 ธ.ค. 68
503,VP01638,จักรพงษ์ ทองสิงห์,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,61109948428,086-1515845,เงินสด,28 ธ.ค. 68,A104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,29 ธ.ค. 68
504,VP01639,ณัฐพล กล้าหาญ,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,3602088420230,085-6237191,เงินโอน QR,29 ธ.ค. 68,N5,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,30 ธ.ค. 68
505,VP01640,จักรพงษ์ ศรีมหา,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,627227822769,086-4869089,เงินโอน QR,30 ธ.ค. 68,B111,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,31 ธ.ค. 68
506,VP01641,พัชรี สายชล,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,3302496224529,089-6843031,เงินสด,31 ธ.ค. 68,A107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,01 ม.ค. 69
507,VP01642,สุริยา พงษ์ไพบูลย์,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,6118577255960,086-8177598,เงินสด,01 ม.ค. 69,B102,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,02 ม.ค. 69
508,VP01643,สุริยา กล้าหาญ,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,7625870837634,083-1183565,เงินสด,02 ม.ค. 69,B094,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,03 ม.ค. 69
509,VP01644,ชยพล บุญทวี,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,7827570713671,082-1217451,เงินโอน QR,03 ม.ค. 69,B103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,04 ม.ค. 69
510,VP01645,กัลยารัตน์ มีสุข,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,8617164882346,083-6792646,เงินสด,04 ม.ค. 69,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,05 ม.ค. 69
511,VP01646,พัชรี ทองสิงห์,123 หมู่ 5 ต.บึงกาฬ อ.เมืองบึงกาฬ จ.บึงกาฬ,4306188271328,088-9840787,เงินโอน QR,05 ม.ค. 69,B105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,06 ม.ค. 69
512,VP01647,ณัฐพล พานทอง,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,8667184484391,082-3912990,เงินโอน QR,06 ม.ค. 69,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,07 ม.ค. 69
513,VP01648,ธัญชนก ทองสิงห์,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,9909227653649,081-8578692,เงินโอน QR,07 ม.ค. 69,A111,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,08 ม.ค. 69
514,VP01649,อธิวัฒน์ ศรีมหา,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,1628475578650,085-5831977,เงินสด,08 ม.ค. 69,A110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,09 ม.ค. 69
515,VP01650,ชัยวัฒน์ พานทอง,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,3141935965276,089-2132268,เงินโอน QR,09 ม.ค. 69,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,10 ม.ค. 69
516,VP01651,อาทิตยา คำแสน,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,7914396493102,080-4655978,เงินโอน QR,10 ม.ค. 69,N6,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,11 ม.ค. 69
517,VP01652,ธัญชนก สุขสม,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,2600658414032,084-6407134,เงินสด,11 ม.ค. 69,B110,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,12 ม.ค. 69
518,VP01653,กิตติศักดิ์ สุขสม,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,9365437389210,080-4071748,เงินสด,12 ม.ค. 69,A103,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,13 ม.ค. 69
519,VP01654,พัชรี โพธิ์ชัย,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,998520618498,083-7932345,เงินสด,13 ม.ค. 69,B105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,14 ม.ค. 69
520,VP01655,อาทิตยา กล้าหาญ,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,8188680523706,080-9990235,เงินโอน QR,14 ม.ค. 69,B104,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,15 ม.ค. 69
521,VP01656,ยุพา มีสุข,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,5840113166497,081-6445686,เงินสด,15 ม.ค. 69,B105,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,16 ม.ค. 69
522,VP01657,พัชรี รุ่งเรือง,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,5657213184983,083-8131879,เงินโอน QR,16 ม.ค. 69,B106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,17 ม.ค. 69
523,VP01658,ประเสริฐ กล้าหาญ,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,1677295087180,086-8783532,เงินโอน QR,17 ม.ค. 69,N1,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,18 ม.ค. 69
524,VP01659,อธิวัฒน์ มีสุข,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,9846032333038,089-8285615,เงินโอน QR,18 ม.ค. 69,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,19 ม.ค. 69
525,VP01660,พัชรี พานทอง,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,7884782095600,089-9723292,เงินสด,19 ม.ค. 69,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,20 ม.ค. 69
526,VP01661,พัชรี มีสุข,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,5434394474136,085-5836857,เงินโอน QR,20 ม.ค. 69,B109,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,21 ม.ค. 69
527,VP01662,อารยา แก้วใส,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,8845034011056,089-4263711,เงินโอน QR,21 ม.ค. 69,A108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,22 ม.ค. 69
528,VP01663,สิทธิโชค บุญทวี,45/3 ต.บึงโขงหลง อ.บึงโขงหลง จ.บึงกาฬ,9869157206132,087-8645184,เงินสด,22 ม.ค. 69,B108,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,23 ม.ค. 69
529,VP01664,สุริยา วัฒนกุล,12/7 ต.วิศิษฐ์ อ.เมือง จ.บึงกาฬ,5956877150931,086-6773431,เงินสด,23 ม.ค. 69,A106,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,24 ม.ค. 69
530,VP01665,ธัญชนก วัฒนกุล,99/1 หมู่ 1 ต.หนองเดิ่น อ.บุ่งคล้า จ.บึงกาฬ,1689961598106,081-4914091,เงินสด,24 ม.ค. 69,N2,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,25 ม.ค. 69
531,VP01666,รัตนา ทองสิงห์,88 หมู่ 4 ต.โพธิ์หมากแข้ง อ.ศรีวิไล จ.บึงกาฬ,8267087400866,084-2737883,เงินโอน QR,25 ม.ค. 69,B107,ไทย,รับจ้าง,บึงกาฬ,บึงกาฬ,26 ม.ค. 69
